trans_id	bundle_id	chr	left	right	FPKM_1	FPKM_2	FPKM_1/FPKM_2	FMI	frac	FPKM_conf_lo	FPKM_conf_hi	coverage	length	Contig	Contig_length	Accession1	Description1	eval1	Accession2	Description2	eval2
CUFF.115.1	3671.00	NODE_1074_length_163_cov_62.134968	0.00	229.00	1101.87	11.29	97.55	1.00	1.00	1035.43	1168.32	364.92	229.00	NODE_1074_length_163_cov_62.134968	229.00	gb|AF010186.1|AF010186	Glycine max metallothionein-II protein (PGMPM19) mRNA, complete cds.	9.0e-05	gb|DQ665258.1|	Arachis hypogaea type 4 metallothionein (MT4a) mRNA, complete cds.	3.0e-04
CUFF.1150.1	4803.00	NODE_20663_length_157_cov_52.624203	23.00	185.00	4.24	1128.22	3.76520536774743e-03	1.00	1.00	0.00	9.15	1.40	162.00	NODE_20663_length_157_cov_52.624203	223.00	emb|CU633457.1|	Podospora anserina S mat genomic DNA chromosome 5, supercontig 1.	0.08	gb|AC141478.3|	Mus musculus BAC clone RP24-82N16 from chromosome 18, complete sequence.	0.32
CUFF.1152.1	4807.00	NODE_2072_length_191_cov_104.308899	0.00	257.00	1901.18			1.00	1.00	1818.79	1983.56	629.83	257.00	NODE_2072_length_191_cov_104.308899	257.00	gb|AC159141.5|	Medicago truncatula chromosome 2 BAC clone mth2-134c16, complete sequence.	9.0e-73	gb|AC172743.3|	Medicago truncatula chromosome 2 BAC clone mth2-26c15, complete sequence.	9.0e-73
CUFF.1156.1	4811.00	NODE_20763_length_87_cov_6.436781	0.00	153.00	775.35	8.29	93.41	1.00	1.00	707.16	843.54	256.88	153.00	NODE_20763_length_87_cov_6.436781	153.00	emb|AM697674.1|	Platynereis dumerilii mRNA for hypothetical protein (ORF1), isolate 2.	9.0e-44	emb|CU223764.1|	Populus EST from leave.	2.0e-41
CUFF.1158.1	4813.00	NODE_20781_length_248_cov_41.318550	0.00	313.00	745.78	930.54	0.80	1.00	1.00	689.88	801.68	246.34	219.00	NODE_20781_length_248_cov_41.318550	314.00	dbj|AK287240.1|	Glycine max cDNA, clone: GMFL01-47-I03.	2.0e-06	dbj|AK285897.1|	Glycine max cDNA, clone: GMFL01-18-C20.	2.0e-06
CUFF.1161.1	4819.00	NODE_20793_length_273_cov_19.974360	0.00	339.00	90.67	433.97	0.20	1.00	1.00	75.00	106.34	30.03	339.00	NODE_20793_length_273_cov_19.974360	339.00	gb|BT096646.1|	Soybean clone JCVI-FLGm-20P24 unknown mRNA.	3.0e-61	gb|BT098887.1|	Soybean clone JCVI-FLGm-13O15 unknown mRNA.	7.0e-59
CUFF.1165.1	4825.00	NODE_2081_length_456_cov_116.995613	0.00	522.00	2204.26	33.44	65.90	1.00	1.00	2142.01	2266.51	730.23	522.00	NODE_2081_length_456_cov_116.995613	522.00	dbj|AK285856.1|	Glycine max cDNA, clone: GMFL01-17-J06.	1.0e-142	gb|BT089431.1|	Soybean clone JCVI-FLGm-1P6 unknown mRNA.	1.0e-140
CUFF.1167.1	4823.00	NODE_207_length_362_cov_254.306625	0.00	428.00	5149.50	671.30	7.67	1.00	1.00	5044.43	5254.57	1705.88	428.00	NODE_207_length_362_cov_254.306625	428.00	ref|XM_002309242.1|	Populus trichocarpa predicted protein, mRNA.	2.0e-56	ref|XM_002534266.1|	Ricinus communis 40S ribosomal protein S5, putative, mRNA.	8.0e-56
CUFF.1169.1	4829.00	NODE_20849_length_67_cov_9.164179	0.00	133.00	181.95			1.00	1.00	146.52	217.38	60.28	133.00	NODE_20849_length_67_cov_9.164179	133.00	emb|AM697674.1|	Platynereis dumerilii mRNA for hypothetical protein (ORF1), isolate 2.	1.0e-42	emb|CU223764.1|	Populus EST from leave.	4.0e-36
CUFF.117.1	3673.00	NODE_10759_length_163_cov_25.049080	0.00	229.00	428.22			1.00	1.00	386.80	469.64	141.83	229.00								
CUFF.1172.1	4831.00	NODE_2087_length_161_cov_43.229813	0.00	227.00	2240.35	122.71	18.25	1.00	1.00	2145.19	2335.51	738.75	227.00	NODE_2087_length_161_cov_43.229813	227.00	gb|DQ375758.1|	Hepatitis C virus isolate vt5:mother 5' UTR.	1.30	gb|GU591497.1|	Bacillus sp. BS-01 plasmid pBS-01, complete sequence.	5.20
CUFF.1174.1	4835.00	NODE_2089_length_636_cov_31.765724	0.00	702.00	737.84			1.00	1.00	706.78	768.89	244.42	702.00	NODE_2089_length_636_cov_31.765724	702.00	dbj|AP009745.1|	Lotus japonicus genomic DNA, clone: LjT25I18, TM1878, complete sequence.	8.0e-14	ref|XM_002519602.1|	Ricinus communis Poly(rC)-binding protein, putative, mRNA.	3.0e-13
CUFF.1176.1	4833.00	NODE_2088_length_320_cov_84.846878	0.00	386.00	2929.78	243.74	12.01	1.00	1.00	2846.33	3013.24	967.75	386.00	NODE_2088_length_320_cov_84.846878	386.00	dbj|AK286216.1|	Glycine max cDNA, clone: GMFL01-24-B13.	5.0e-69	gb|BT096348.1|	Soybean clone JCVI-FLGm-15B21 unknown mRNA.	9.0e-68
CUFF.1178.1	4839.00	NODE_20901_length_67_cov_36.835819	0.00	133.00	405.31			1.00	1.00	352.43	458.19	134.26	133.00	NODE_20901_length_67_cov_36.835819	133.00	ref|XM_002270128.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100253844 (LOC100253844), mRNA.	4.0e-21	gb|AC137825.26|	Medicago truncatula clone mth2-23j1, complete sequence.	4.0e-18
CUFF.1180.1	4841.00	NODE_2090_length_72_cov_19.208334	0.00	138.00	417.22			1.00	1.00	364.55	469.89	138.23	138.00	NODE_2090_length_72_cov_19.208334	138.00	emb|AM697674.1|	Platynereis dumerilii mRNA for hypothetical protein (ORF1), isolate 2.	1.0e-39	emb|CU223764.1|	Populus EST from leave.	3.0e-37
CUFF.1182.1	4843.00	NODE_20927_length_67_cov_30.626865	0.00	133.00	1486.73			1.00	1.00	1385.45	1588.00	492.43	133.00	NODE_20927_length_67_cov_30.626865	133.00	gb|AC146862.24|	Medicago truncatula chromosome 8 clone mth2-174p12, complete sequence.	3.0e-03	gb|AC174352.7|	Medicago truncatula chromosome 8 clone mth2-7o1, complete sequence.	3.0e-03
CUFF.1184.1	4845.00	NODE_20931_length_76_cov_6.605263	0.00	142.00	1577.57			1.00	1.00	1476.61	1678.54	522.66	142.00	NODE_20931_length_76_cov_6.605263	142.00	emb|AM697674.1|	Platynereis dumerilii mRNA for hypothetical protein (ORF1), isolate 2.	5.0e-45	emb|CU223764.1|	Populus EST from leave.	2.0e-38
CUFF.1186.1	4847.00	NODE_20962_length_232_cov_37.452587	14.00	217.00	254.25	766.70	0.33	1.00	1.00	220.35	288.15	84.23	203.00	NODE_20962_length_232_cov_37.452587	298.00	dbj|AK246053.1|	Glycine max cDNA, clone: GMFL01-49-O24.	1.0e-112	dbj|AP010522.1|	Lotus japonicus genomic DNA, chromosome 5, clone: LjT25M07, TM1837, complete sequence.	1.0e-111
CUFF.1188.1	4837.00	NODE_208_length_268_cov_79.593285	0.00	334.00	3924.58	5.85	669.80	1.00	1.00	3820.74	4028.41	1293.73	334.00	NODE_208_length_268_cov_79.593285	334.00	gb|AE006641.1|	Sulfolobus solfataricus P2, complete genome.	0.50	gb|CP000107.1|	Ehrlichia canis str. Jake, complete genome.	0.50
CUFF.119.1	3675.00	NODE_1075_length_186_cov_60.505375	5.00	252.00	1125.59			1.00	1.00	1060.93	1190.26	372.87	247.00	NODE_1075_length_186_cov_60.505375	252.00	ref|XM_001771471.1|	Physcomitrella patens subsp. patens predicted protein (PHYPADRAFT_217191) mRNA, complete cds.	1.50	emb|FN554969.1|	Trypanosoma brucei gambiense DAL972 chromosome 6, complete sequence.	5.80
CUFF.1190.1	4849.00	NODE_2097_length_305_cov_109.918030	0.00	371.00	912.61	1684.34	0.54	1.00	1.00	865.10	960.12	302.24	371.00	NODE_2097_length_305_cov_109.918030	371.00	dbj|AP010345.1|	Lotus japonicus genomic DNA, chromosome 2, clone: LjT08N18, TM2087, complete sequence.	4.0e-48	dbj|AK243918.1|	Glycine max cDNA, clone: GMFL01-01-J19.	1.0e-45
CUFF.1192.1	4853.00	NODE_2099_length_67_cov_107.985077	0.00	133.00	1203.87			1.00	1.00	1112.74	1295.00	398.73	133.00	NODE_2099_length_67_cov_107.985077	133.00	gb|AC159141.5|	Medicago truncatula chromosome 2 BAC clone mth2-134c16, complete sequence.	7.0e-32	gb|AC172743.3|	Medicago truncatula chromosome 2 BAC clone mth2-26c15, complete sequence.	7.0e-32
CUFF.1194.1	4855.00	NODE_2100_length_157_cov_133.853500	0.00	223.00	2246.07			1.00	1.00	2149.94	2342.21	744.08	223.00	NODE_2100_length_157_cov_133.853500	223.00	gb|BT099447.1|	Soybean clone JCVI-FLGm-16P14 unknown mRNA.	5.0e-80	gb|BT089766.1|	Soybean clone JCVI-FLGm-2D24 unknown mRNA.	5.0e-80
CUFF.1196.1	4857.00	NODE_2101_length_201_cov_30.960199	0.00	267.00	594.51			1.00	1.00	549.31	639.71	196.92	267.00	NODE_2101_length_201_cov_30.960199	267.00	ref|XM_002157922.1|	PREDICTED: Hydra magnipapillata similar to Alcohol dehydrogenase [NADP] (LOC100204444), mRNA.	6.20	ref|XM_001698281.1|	Chlamydomonas reinhardtii strain CC-503 cw92 mt.	6.20
CUFF.1198.1	4859.00	NODE_2102_length_323_cov_65.755417	0.00	389.00	1430.01			1.00	1.00	1371.93	1488.08	473.72	389.00	NODE_2102_length_323_cov_65.755417	389.00	gb|BT093388.1|	Soybean clone JCVI-FLGm-17A4 unknown mRNA.	8.0e-28	gb|BT094213.1|	Soybean clone JCVI-FLGm-18I2 unknown mRNA.	5.0e-23
CUFF.12.1	3565.00	NODE_10070_length_230_cov_54.982609	174.00	252.00	5.88	1418.54	4.14638290072892e-03	1.00	1.00	0.00	14.20	1.94	78.00								
CUFF.1200.1	4861.00	NODE_21041_length_254_cov_50.964565	16.00	312.00	4.64	1355.39	3.4306066888497e-03	1.00	1.00	0.85	8.44	1.54	296.00	NODE_21041_length_254_cov_50.964565	320.00	dbj|AK329709.1|	Solanum lycopersicum cDNA, clone: LEFL3154C13, HTC in root.	2.0e-03	gb|AC215489.2|	Solanum lycopersicum chromosome 2 clone C02SLm0100O21, complete sequence.	2.0e-03
CUFF.1202.1	4863.00	NODE_2106_length_198_cov_440.898987	0.00	219.00	4139.51	6780.29	0.61	1.00	1.00	4007.81	4271.20	1370.80	219.00	NODE_2106_length_198_cov_440.898987	264.00	gb|EU650389.1|	Coffea liberica isolate CCC1025 26S ribosomal RNA gene, partial sequence; mitochondrial.	1.0e-123	gb|EU650385.1|	Coffea arabica 26S ribosomal RNA gene, partial sequence; mitochondrial.	1.0e-123
CUFF.1205.1	4865.00	NODE_21139_length_1055_cov_9.532701	950.00	1113.00	242.05	230.48	1.05	1.00	1.00	205.14	278.97	80.17	163.00	NODE_21139_length_1055_cov_9.532701	1121.00	ref|XM_002312541.1|	Populus trichocarpa predicted protein, mRNA.	0.00	ref|XM_002314607.1|	Populus trichocarpa predicted protein, mRNA.	0.00
CUFF.1207.1	4867.00	NODE_2114_length_137_cov_21.240875	0.00	203.00	344.65			1.00	1.00	305.18	384.12	114.17	203.00	NODE_2114_length_137_cov_21.240875	203.00	emb|CU223764.1|	Populus EST from leave.	2.0e-23	emb|AM697674.1|	Platynereis dumerilii mRNA for hypothetical protein (ORF1), isolate 2.	2.0e-23
CUFF.1209.1	4869.00	NODE_21188_length_158_cov_14.936708	0.00	224.00	268.30			1.00	1.00	235.15	301.45	88.88	224.00	NODE_21188_length_158_cov_14.936708	224.00	ref|NM_063383.3|	Caenorhabditis elegans ZYGote defective: embryonic lethal family member (zyg-9) (zyg-9) mRNA, complete cds.	0.33	gb|AF035197.1|AF035197	Caenorhabditis elegans ZYG-9 (zyg-9) mRNA, complete cds.	0.33
CUFF.121.1	3679.00	NODE_1076_length_435_cov_46.703449	0.00	501.00	1057.21			1.00	1.00	1013.21	1101.21	350.16	501.00	NODE_1076_length_435_cov_46.703449	501.00	dbj|D28876.1|SOYCPA	Glycine max mRNA for cysteine proteinase, complete cds.	9.0e-53	gb|AF169019.1|AF169019	Glycine max seed maturation protein PM40 (PM40) mRNA, complete cds.	1.0e-45
CUFF.1211.1	4873.00	NODE_2123_length_292_cov_90.910957	9.00	358.00	954.23			1.00	0.34	899.95	1008.51	315.88	242.00	NODE_2123_length_292_cov_90.910957	358.00	gb|AC170582.2|	Medicago truncatula chromosome 7 BAC clone mth2-5f2, complete sequence.	9.0e-03	gb|BT090390.1|	Soybean clone JCVI-FLGm-4I16 unknown mRNA.	0.03
CUFF.1213.1	4873.00	NODE_2123_length_292_cov_90.910957	10.00	358.00	1139.91			1.00	0.65	1070.22	1209.60	377.34	348.00	NODE_2123_length_292_cov_90.910957	358.00	gb|AC170582.2|	Medicago truncatula chromosome 7 BAC clone mth2-5f2, complete sequence.	9.0e-03	gb|BT090390.1|	Soybean clone JCVI-FLGm-4I16 unknown mRNA.	0.03
CUFF.1216.1	4877.00	NODE_21242_length_487_cov_36.266941	441.00	537.00	4.77	1080.47	4.42304737753015e-03	1.00	1.00	0.00	11.53	1.58	96.00	NODE_21242_length_487_cov_36.266941	553.00	gb|BT092469.1|	Soybean clone JCVI-FLGm-11C11 unknown mRNA.	1.0e-33	ref|XM_002516423.1|	Ricinus communis conserved hypothetical protein, mRNA.	2.0e-23
CUFF.1218.1	4879.00	NODE_2124_length_751_cov_35.949402	0.00	817.00	853.26			1.00	1.00	822.31	884.22	282.64	817.00	NODE_2124_length_751_cov_35.949402	817.00	ref|XM_002520082.1|	Ricinus communis conserved hypothetical protein, mRNA.	6.0e-55	gb|BT051658.1|	Medicago truncatula clone MTYF5_F6_F7_F81G-F-20 unknown mRNA.	1.0e-53
CUFF.1220.1	4881.00	NODE_2125_length_466_cov_78.012878	0.00	532.00	1756.65			1.00	1.00	1701.61	1811.69	581.91	532.00	NODE_2125_length_466_cov_78.012878	532.00	ref|XM_002274083.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100267378 (LOC100267378), mRNA.	4.0e-18	gb|AC235259.1|	Glycine max strain Williams 82 clone GM_WBb0038P01, complete sequence.	2.0e-13
CUFF.1222.1	4883.00	NODE_2126_length_152_cov_24.539474	0.00	218.00	427.21			1.00	1.00	384.80	469.61	141.52	218.00	NODE_2126_length_152_cov_24.539474	218.00	ref|XM_001376706.1|	PREDICTED: Monodelphis domestica similar to zinc finger protein 577, (LOC100025976), mRNA.	0.02	gb|CP000999.1|	Borrelia recurrentis A1 plasmid pl53, complete sequence.	0.08
CUFF.1224.1	4885.00	NODE_2128_length_239_cov_70.631798	0.00	305.00	1459.08			1.00	1.00	1392.82	1525.33	483.32	305.00	NODE_2128_length_239_cov_70.631798	305.00	emb|FN554766.1|	Escherichia coli 042 complete genome.	0.46	gb|CP001383.1|	Shigella flexneri 2002017, complete genome.	0.46
CUFF.1226.1	4887.00	NODE_2129_length_364_cov_71.656593	0.00	430.00	1569.46			1.00	1.00	1511.59	1627.33	519.93	430.00	NODE_2129_length_364_cov_71.656593	430.00	ref|XM_002276888.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100249575 (LOC100249575), mRNA.	1.0e-97	ref|XM_002326958.1|	Populus trichocarpa predicted protein, mRNA.	8.0e-87
CUFF.1228.1	4889.00	NODE_212_length_318_cov_212.481125	0.00	384.00	4833.93	5.63	858.39	1.00	1.00	4726.46	4941.41	1600.57	384.00	NODE_212_length_318_cov_212.481125	384.00	gb|AF169023.1|AF169023	Glycine max seed maturation protein PM38 (PM38) mRNA, complete cds.	2.0e-77	dbj|AP006864.1|	Lotus japonicus genomic DNA, chromosome 3, clone: LjT18I21, TM1144.	6.0e-44
CUFF.1230.1	4891.00	NODE_2130_length_672_cov_55.659225	0.00	738.00	1277.19	34.93	36.56	1.00	1.00	1237.34	1317.04	423.11	738.00	NODE_2130_length_672_cov_55.659225	738.00	ref|XM_002281635.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100258668 (LOC100258668), mRNA.	1.0e-147	ref|XM_002318646.1|	Populus trichocarpa predicted protein, mRNA.	1.0e-139
CUFF.1232.1	4893.00	NODE_2133_length_241_cov_54.170124	0.00	307.00	1093.16	6.80	160.66	1.00	1.00	1036.00	1150.31	362.11	307.00	NODE_2133_length_241_cov_54.170124	307.00	ref|NM_001148321.2|	Zea mays hypothetical protein LOC100273929 (LOC100273929), mRNA.	1.0e-04	ref|XM_002272032.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100254898 (LOC100254898), mRNA.	1.0e-04
CUFF.1234.1	4895.00	NODE_21352_length_239_cov_182.581589	0.00	305.00	3843.24	5.22	734.96	1.00	1.00	3735.71	3950.76	1272.18	305.00	NODE_21352_length_239_cov_182.581589	305.00	emb|X13203.1|	Cotton set 5A Lea gene for seed protein D-29.	0.02	gb|AY739096.1|	Takifugu rubripes frRHCE, frSMP1, frNPD014, and frP29 genes, complete sequence; frRUNX3 (frRUNX3) gene, complete cds; and frCLIC4, frSRRM1, frMTMR9L, frLCK, frHD, and frKCP3 genes, complete sequence.	0.12
CUFF.1236.1	4897.00	NODE_21394_length_443_cov_17.433409	0.00	509.00	124.83	413.25	0.30	1.00	1.00	109.83	139.83	41.22	509.00	NODE_21394_length_443_cov_17.433409	509.00	gb|BT096273.1|	Soybean clone JCVI-FLGm-9F21 unknown mRNA.	2.0e-07	gb|BT092589.1|	Soybean clone JCVI-FLGm-11E16 unknown mRNA.	3.0e-06
CUFF.1238.1	4899.00	NODE_213_length_351_cov_32.826210	0.00	417.00	685.97			1.00	1.00	647.12	724.82	227.25	417.00	NODE_213_length_351_cov_32.826210	417.00	emb|AM697674.1|	Platynereis dumerilii mRNA for hypothetical protein (ORF1), isolate 2.	5.0e-23	emb|CU223764.1|	Populus EST from leave.	8.0e-22
CUFF.124.1	3683.00	NODE_10815_length_128_cov_42.421875	0.00	194.00	688.17			1.00	1.00	631.12	745.22	227.97	194.00								
CUFF.1241.1	4903.00	NODE_2145_length_315_cov_161.101593	0.00	381.00	2125.33	1349.61	1.57	1.00	1.00	2053.78	2196.87	704.08	381.00	NODE_2145_length_315_cov_161.101593	381.00	dbj|AK286595.1|	Glycine max cDNA, clone: GMFL01-32-F06.	1.0e-127	gb|BT089883.1|	Soybean clone JCVI-FLGm-3G3 unknown mRNA.	1.0e-124
CUFF.1243.1	4905.00	NODE_21485_length_317_cov_16.687696	0.00	383.00	358.16	232.97	1.53	1.00	1.00	328.86	387.45	118.56	383.00	NODE_21485_length_317_cov_16.687696	383.00	dbj|AK286721.1|	Glycine max cDNA, clone: GMFL01-35-D06.	5.0e-66	gb|BT090066.1|	Soybean clone JCVI-FLGm-3F3 unknown mRNA.	8.0e-59
CUFF.1245.1	4907.00	NODE_21493_length_89_cov_17.573034	0.00	155.00	2902.52			1.00	1.00	2771.44	3033.60	961.64	155.00	NODE_21493_length_89_cov_17.573034	155.00	emb|AM697674.1|	Platynereis dumerilii mRNA for hypothetical protein (ORF1), isolate 2.	4.0e-52	emb|CU223764.1|	Populus EST from leave.	9.0e-41
CUFF.1249.1	4913.00	NODE_2157_length_285_cov_183.561401	3.00	351.00	3661.68			1.00	1.00	3563.42	3759.94	1213.02	348.00	NODE_2157_length_285_cov_183.561401	351.00	gb|AC140546.13|	Medicago truncatula chromosome 8 clone mth2-35l19, complete sequence.	4.0e-79	gb|AC150446.8|	Medicago truncatula chromosome 8 clone mth2-101n14, complete sequence.	2.0e-74
CUFF.1251.1	4915.00	NODE_21643_length_260_cov_4.850000	0.00	326.00	103.43			1.00	1.00	86.37	120.50	34.26	326.00	NODE_21643_length_260_cov_4.850000	326.00	gb|GQ998001.1|	Berberidopsis corallina voucher FLAS:M.J. Moore 326 putative RF1 protein (ycf1) gene, complete cds; chloroplast.	2.0e-18	gb|GQ998361.1|	Gunnera manicata voucher FLAS:M.J. Moore 325 putative RF1 protein (ycf1) gene, complete cds; chloroplast.	1.0e-17
CUFF.1253.1	4917.00	NODE_2166_length_128_cov_146.304688	0.00	194.00	814.69	1541.41	0.52	1.00	1.00	752.61	876.76	269.82	194.00	NODE_2166_length_128_cov_146.304688	194.00	gb|AC189549.2|	Brassica rapa subsp. pekinensis clone KBrH005C21, complete sequence.	6.0e-21	gb|AC189373.2|	Brassica rapa subsp. pekinensis clone KBrB048F07, complete sequence.	3.0e-19
CUFF.1256.1	4921.00	NODE_2168_length_306_cov_80.369278	0.00	372.00	1528.04	257.35	5.93	1.00	1.00	1466.65	1589.43	506.20	372.00	NODE_2168_length_306_cov_80.369278	372.00	dbj|AK244300.1|	Glycine max cDNA, clone: GMFL01-02-K04.	7.0e-22	ref|XM_002321649.1|	Populus trichocarpa predicted protein, mRNA.	2.0e-06
CUFF.1258.1	4923.00	NODE_2169_length_182_cov_77.016487	0.00	248.00	1367.09			1.00	1.00	1295.97	1438.21	452.86	248.00	NODE_2169_length_182_cov_77.016487	248.00	emb|AL672158.4|	Zebrafish DNA sequence from clone BUSM1-266F07 in linkage group 8 Contains the gene for a novel protein containing multiple zinc finger, C2H2 type, domains and four novel genes, complete sequence.	1.40	gb|EF445027.1|	Homo sapiens rho-associated protein kinase 1 (ROCK1) gene, complete cds.	5.70
CUFF.126.1	3685.00	NODE_10822_length_157_cov_136.140121	0.00	223.00	1426.75	1229.52	1.16	1.00	1.00	1350.13	1503.37	472.64	223.00								
CUFF.1260.1	4925.00	NODE_216_length_605_cov_102.727272	0.00	671.00	2322.62	3.79	612.78	1.00	1.00	2266.27	2378.98	769.45	671.00	NODE_216_length_605_cov_102.727272	671.00	dbj|AK285238.1|	Glycine max cDNA, clone: GMFL01-05-L16.	5.0e-89	gb|BT094738.1|	Soybean clone JCVI-FLGm-6G19 unknown mRNA.	1.0e-86
CUFF.1262.1	4927.00	NODE_21714_length_69_cov_43.173912	0.00	135.00	581.12			1.00	1.00	518.27	643.97	192.53	135.00	NODE_21714_length_69_cov_43.173912	135.00	emb|AM697674.1|	Platynereis dumerilii mRNA for hypothetical protein (ORF1), isolate 2.	1.0e-42	emb|CU223764.1|	Populus EST from leave.	2.0e-35
CUFF.1265.1	4931.00	NODE_21741_length_69_cov_10.188406	0.00	134.00	114.69			1.00	1.00	86.67	142.72	38.00	134.00	NODE_21741_length_69_cov_10.188406	135.00	emb|AM697674.1|	Platynereis dumerilii mRNA for hypothetical protein (ORF1), isolate 2.	5.0e-48	emb|CU223764.1|	Populus EST from leave.	3.0e-40
CUFF.1268.1	4935.00	NODE_2177_length_181_cov_27.198895	0.00	247.00	484.78			1.00	1.00	442.34	527.22	160.59	247.00	NODE_2177_length_181_cov_27.198895	247.00	emb|AL353772.14|	Human DNA sequence from clone RP11-465H8 on chromosome 9, complete sequence.	0.02	gb|BT118975.1|	Picea glauca clone GQ04012_M14 mRNA sequence.	0.36
CUFF.1270.1	4937.00	NODE_2178_length_200_cov_24.280001	0.00	266.00	465.68			1.00	1.00	425.60	505.76	154.26	266.00	NODE_2178_length_200_cov_24.280001	266.00	gb|AC121235.20|	Medicago truncatula clone mth2-21k24, complete sequence.	2.0e-36	dbj|AK244715.1|	Glycine max cDNA, clone: GMFL01-11-J05.	1.0e-35
CUFF.1272.1	4939.00	NODE_2179_length_84_cov_15.916667	0.00	150.00	2145.05	42.69	50.24	1.00	1.00	2030.50	2259.60	710.68	150.00	NODE_2179_length_84_cov_15.916667	150.00	emb|CU223764.1|	Populus EST from leave.	1.0e-52	emb|AM697674.1|	Platynereis dumerilii mRNA for hypothetical protein (ORF1), isolate 2.	1.0e-49
CUFF.1274.1	4941.00	NODE_217_length_427_cov_46.470726	0.00	493.00	991.54			1.00	1.00	948.58	1034.50	328.48	493.00	NODE_217_length_427_cov_46.470726	493.00	ref|XM_002300982.1|	Populus trichocarpa histone acetyltransferase (HAG902), mRNA.	2.0e-90	ref|XM_002307375.1|	Populus trichocarpa histone acetyltransferase (HAG901), mRNA.	8.0e-81
CUFF.1276.1	4943.00	NODE_21816_length_117_cov_13.042735	0.00	183.00	695.85			1.00	1.00	636.78	754.92	230.54	183.00	NODE_21816_length_117_cov_13.042735	183.00	emb|AM697674.1|	Platynereis dumerilii mRNA for hypothetical protein (ORF1), isolate 2.	3.0e-44	emb|CU223764.1|	Populus EST from leave.	2.0e-42
CUFF.1278.1	4945.00	NODE_2188_length_242_cov_74.768593	0.00	308.00	1975.89			1.00	1.00	1899.17	2052.61	654.45	308.00	NODE_2188_length_242_cov_74.768593	308.00	ref|XM_002264424.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100241827 (LOC100241827), mRNA.	1.0e-04	emb|AM482217.2|	Vitis vinifera contig VV78X182164.8, whole genome shotgun sequence.	1.0e-04
CUFF.128.1	3681.00	NODE_1077_length_539_cov_91.430428	0.00	605.00	2090.30	4.99	418.24	1.00	1.00	2033.99	2146.60	692.44	605.00	NODE_1077_length_539_cov_91.430428	605.00	gb|AC169666.3|	Medicago truncatula chromosome 7 BAC clone mth2-66o11, complete sequence.	1.0e-36	ref|XM_002275342.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100248277 (LOC100248277), mRNA.	3.0e-13
CUFF.1280.1	4947.00	NODE_2189_length_690_cov_18.227537	0.00	756.00	413.26	10.72	38.54	1.00	1.00	390.87	435.66	136.89	756.00	NODE_2189_length_690_cov_18.227537	756.00	gb|BT052891.1|	Medicago truncatula clone MTYFL_FM_FN_FO1G-A-2 unknown mRNA.	1.0e-174	gb|BT053001.1|	Medicago truncatula clone MTYFL_FM_FN_FO1G-O-10 unknown mRNA.	1.0e-169
CUFF.1282.1	4949.00	NODE_218_length_169_cov_142.023666	0.00	234.00	2516.44	5.70	441.13	1.00	1.00	2417.10	2615.77	833.60	234.00	NODE_218_length_169_cov_142.023666	235.00	ref|XM_002665153.1|	PREDICTED: Danio rerio protein phosphatase 1F-like (LOC100330231), mRNA.	0.08	ref|NG_011490.1|	Homo sapiens ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited) (ARFGEF2), RefSeqGene on chromosome 20.	0.34
